,CPALTT01USQ657N,CPALTT01USQ661S,CPALTT01USQ659N,GBRCPIALLQINMEI,DEUCPIALLQINMEI,CPALTT01DEQ657N,CPALTT01DEQ659N,DEUCPALTT01IXOBSAQ,DEUCPALTT01IXNBQ,USACPICORQINMEI,INDCPIALLQINMEI,CPALCY01CAQ661N,TURCPIALLQINMEI,ITACPIALLQINMEI,CPALTT01CAQ659N,CANCPIALLQINMEI,CPALTT01CAQ657N,CANCPALTT01IXNBQ,KORCPIALLQINMEI,FRACPIALLQINMEI,AUSCPIALLQINMEI,CPALTT01AUQ659N,CPALTT01AUQ657N,AUSCPALTT01IXNBQ,CPALTT01GBQ657N,CPALTT01GBQ659N,IDNCPIALLQINMEI,MEXCPIALLQINMEI,SWECPIALLQINMEI,DEUCPIENGQINMEI,CPGREN01DEQ657N,CPGREN01DEQ659N,CHECPIALLQINMEI,CPALTT01CHQ657N,CPALTT01CHQ659N,CHECPALTT01IXNBQ,CCRETT01CNQ661N,ESPCPIALLQINMEI,CPALTT01ESQ659N,ESPCPALTT01IXNBQ,CPALTT01ESQ657N,CPALWE01USQ661N,CPGREN01USQ659N,CPGREN01USQ657N,CPALTT01FRQ659N,CPALTT01FRQ657N,CPALTT01INQ659N,ZAFCPIALLQINMEI,BELCPIALLQINMEI,CHLCPIALLQINMEI,CPALTT01INQ657N,CPALTT01BEQ657N,CPALTT01BEQ659N,CHLCPALTT01IXNBQ,BELCPALTT01IXNBQ,CPALTT01ITQ657N,NLDCPIALLQINMEI,CPALTT01ITQ659N,FRACPIENGQINMEI,CPGRLE01USQ657N,CPGRLE01DEQ659N,CPGRLE01USQ659N,CPGRLE01DEQ657N,DEUCPICORQINMEI,NZLCPIALLQINMEI,CCRETT01CAQ661N,CPALCY01USQ661N,GBRCPICORQINMEI,CCRETT01BRQ661N,ITACPIENGQINMEI,CCRETT01EZQ661N,CCRETT01DEQ661N,INDCPALTT01IXNBQ,DNKCPIALLQINMEI,DNKCPALTT01IXNBQ,CPALTT01DKQ657N,CPALTT01DKQ659N,CPALTT01KRQ657N,CPALTT01KRQ659N,CCRETT01BEQ661N,CCRETT01ESQ661N,CCRETT01CHQ661N,CCRETT01ATQ661N,CCRETT01FIQ661N,CCRETT01DKQ661N,NORCPIALLQINMEI,PRTCPIALLQINMEI,GRCCPIALLQINMEI,FINCPIALLQINMEI,GBRCPIENGQINMEI,CPGRLE01CAQ659N,CPGRLE01CAQ657N,CPALTT01FIQ659N,FINCPALTT01IXNBQ,CPALTT01FIQ657N,CANCPICORQINMEI,CPALTT01TRQ659N,CPALTT01TRQ657N,LUXCPIALLQINMEI,USACPIENGQINMEI,CPGRLE01CHQ657N,OECDCPALTT01IXNBQ,OECDCPALTT01IXOBQ,CPGRLE01CHQ659N,CHECPICORQINMEI,CCRETT01USQ661N,ISRCPIALLQINMEI,AUTCPIALLQINMEI,NLDCPIENGQINMEI,CPGREN01CAQ657N,CANCPIENGQINMEI,CPGREN01CAQ659N,COLCPALTT01IXOBQ,COLCPALTT01IXNBQ,CPALTT01ATQ659N,CPALTT01ATQ657N,AUTCPALTT01IXNBQ,SWECPIENGQINMEI,CCRETT01INQ661N,CPALTT01MXQ657N,CPALTT01MXQ659N,CPALTT01IDQ659N,CPALTT01SEQ657N,CPALTT01ISQ657N,CPALTT01SEQ659N,OECDCPGRLE01IXOBQ,CPALTT01ISQ659N,CPALTT01IDQ657N,USACPGRLE01IXOBSAQ,CPALTT01GRQ657N,CPALTT01GRQ659N,CPGREN01ITQ657N,CPGREN01ITQ659N,CANCP010000IXOBQ,CANCP010000GYQ,CANCP010000GPQ,CANCP010000IXNBQ,CHECP010000IXOBQ,CHECP010000GPQ,CHECP010000IXNBQ,CPGRLE01ITQ657N,CPGRLE01ITQ659N,CHECP010000GYQ,CPALTT01NZQ659N,CPGREN01NZQ659N,CCRETT01IDQ661N,CPALTT01NZQ657N,CPALTT01ZAQ659N,CPALTT01ZAQ657N,CPGREN01NZQ657N,USACP010000GPQ,USACP010000GYQ,USACPALTT01IXNBQ,USACP010000IXOBQ,OECDECPGREN01IXOBQ,CPALTT01NLQ659N,CPALTT01NLQ657N,CHECPIENGQINMEI,CPGREN01CHQ659N,USACP010000IXNBQ,CPGREN01CHQ657N,NZLCPICORQINMEI,USACPIALLQINMEI,PRTCPIENGQINMEI,FRACPICORQINMEI,LUXCPIENGQINMEI,DNKCPICORQINMEI,CPALTT01NOQ657N,CPALTT01NOQ659N,GBRCPALTT01IXNBQ,NLDCPICORQINMEI,FINCPIENGQINMEI,CPGREN01FIQ659N,CPALTT01PTQ657N,CPALTT01PTQ659N,GBRCP010000GPQ,GBRCP010000GYQ,GBRCP010000IXOBQ,GBRCP010000IXNBQ,CCRETT01JPQ661N,CCRETT01KRQ661N,CPGREN01ATQ659N,AUTCPIENGQINMEI,CANCP040100IXOBQ,CANCP040100GYQ,CANCP040100GPQ,ISLCPIALLQINMEI,CPGREN01FIQ657N,CPGREN01ATQ657N,QUSR628BIS,TURCPALTT01IXNBQ,CPGRLE01NZQ659N,DNKCPIENGQINMEI,ISRCPIENGQINMEI,SWECPICORQINMEI,CPGRLE01ATQ659N,AUTCPICORQINMEI,CPGRLE01ATQ657N,ITACPICORQINMEI,CPGREN01FRQ657N,CPGREN01FRQ659N,CPGRLE01NZQ657N,NZLCPIENGQINMEI,FRACPALTT01IXNBQ,KORCPALTT01IXNBQ,CANCPGRHO01IXOBQ,CANCPGRHO01GYQ,DEUCP010000IXOBQ,DEUCP010000GPQ,CCRETT01MXQ661N,CPGRLE01NLQ657N,CPGRLE01NLQ659N,ITACPALTT01IXNBQ,CPALCY01MXQ661N,CPGRLE01FIQ657N,FINCPICORQINMEI,CPGRLE01FIQ659N,MEXCPGRSE01IXOBQ,IDNCPALTT01IXNBQ,ZAFCP010000IXNBQ,ZAFCP010000IXOBQ,CCRETT01NZQ661N,PRTCPICORQINMEI,CPALCY01TRQ661N,CCRETT01ITQ661N,OECDECPALTT01IXOBQ,OECDECPALTT01IXNBQ,AUSCP010000GYQ,AUSCP010000IXOBQ,AUSCP010000GPQ,OECDECPGRLE01IXOBQ,DEUCP010000GYQ,DEUCP010000IXNBQ,OECDCPGREN01IXOBQ,CHECPGRSE01IXOBQ,MEXCPGRSE01GPQ,MEXCPGRSE01GYQ,ZAFCPALTT01IXNBQ,DEUCPGRHO01IXOBQ,DEUCPGRHO01GYQ,DEUCPGRHO01GPQ,MEXCPALTT01IXNBQ,NORCPALTT01IXNBQ,CCRETT01LUQ661N,OECDCP010000IXOBQ,OECDCP010000IXNBQ,CCRETT01FRQ661N,PRTCP040100GPQ,PRTCP040100IXOBQ,GRCCPICORQINMEI,ZAFCP040500IXOBQ,CPALTT01LUQ657N,CPALTT01LUQ659N,ISRCPICORQINMEI,ISRCPALTT01IXNBQ,CCRETT01GRQ661N,MEXCP010000IXNBQ,MEXCP010000IXOBQ,MEXCP010000GPQ,CCRETT01SEQ661N,NZLCPALTT01IXNBQ,LUXCPICORQINMEI,CCRETT01NOQ661N,CANCPGRSE01IXOBQ,CANCPGRSE01GPQ,CCRETT01NLQ661N,DNKCP040500GYQ,DNKCP040500GPQ,DNKCP040500IXOBQ,SWECPALTT01IXNBQ,CANCPGRGO01GYQ,CANCPGRGO01GPQ,CANCPGRGO01IXOBQ,FRACP010000IXOBQ,ITACP010000IXOBQ,ITACP010000GYQ,ITACP010000GPQ,ITACP010000IXNBQ
1958-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960-01-01,4.34723214361941,0.534759358288786,2.04592901878919,4.34723214361941,,,,,27.7688367449438,,,,,,,,,4.4876409,,,,,,,,0.326722311560344,-0.375129901401686,,,0.97988954686774,2.48858447488585,,,,,8.31388101983003,,,,12.8164201320599,0.997741333185828,,,,,30.301662271312,2.19391365888182,,1.55316606929513,7.32085330619046,3.40632603406325,,,,,,,,,,,3.59897178517969,7.51887608140266,0.249139339828768,,3.84699641369871,,,,-0.413793103448285,30.301662271312,2.21791118799332,12.1300450301683,1.23756861358242,9.81251888568643,4.04755903833332,,,,3.68076925066413,,,,,,,,9.78657711304998e-05,,,2.15053763440854,0.0344666339636553,0.0,0.751879699248121,22.6208060772315,,,,,5.47807928080157,5.47807928080157,,,3.26717557251909,1.56156156156156,-1.04166666666664,4.96351231601005,,5.60859260834145,0.578034682080912,0.0,,,,1.25453497679451,12.3901098514734,,-0.113921166552763,13.1729814468657,-1.68199147790984,23.2402805129198,,,,12.7111739062082,29.3666666666667,-1.38445154419595,-0.643776824034347,1.08864696734058,-0.111607142857132,0.561797752809005,-0.434782936670548,,-0.153609831029182,0.526775123904473,-0.718071465207711,,,28.8914526043098,-0.479862896315314,29.0811904076923,,,,,,,1.99999999999999,0.0,12.6180013608728,,-1.95439739413682,,4.0301771266127,0.333333333333335,2.97854839058813,,,,,,14.7751889775579,0.294310006540251,2.98858294157154,,,,,,11.5476996428484,15.9766619178911,,,23.4678007407893,0.700877424709778,,,0.184486221169586,11.0073354855139,15.5768786622616,1.0144927536232,14.075286415712,,0.311526479750776,7.40435832396532,3.20512820512822,,,,7.40435832396532,1.10196299389373,1.11321859654134,8.31388101983003,,,,,,,8.02983418104842,2.50443297189572,,,,,1.51950349564459,,,4.30284961807594,,,11.5137438921188,,4.58774045692047,,,2.11581291759464,,0.218579234972661,7.89140631758252,2.46290801186943,,0.729288214702436,14.5053415691908,,1.18230825777993,-0.358941875546729,-2.887323944087,,14.3756017632772,1.347237087682,3.68421052641554,1.69094693028097,4.21221007731273,0.0,3.07692307692308,12.7259393468789,-0.189139532835927,2.50355629558308,2.22775555193561,2.68013473944585,,24.1979669176174,0.33293784353132,0.0555374455189634,24.2562141732521,,,,8.8620411669568,,,-0.453172205438086,0.0303582270795143,7.5,0.0,2.73972602739726,6.96540515439981,9.81251888568643,1.30461380415617,15.4666666666667,-0.21505376344086,12.220173821438,1.31004366812228,3.84699641369871,3.75561797994895e-05,,1.674128209219,12.6180013608728,22.8729355224004,23.4375368422045,1.93798449612405,-0.0949667616334274,22.876748313786,5.60859260834145,1.49769585253457,12.4027671714125,-0.11337868480726
1960-04-01,4.33833846083787,-0.204582651391174,2.52206809583861,4.33833846083787,,,,,27.8266240368479,,,,,,,,,4.4954796,,,,,,,,0.876675809387108,0.122121867446908,,,0.990835071831956,1.11701619832607,,,,,8.31388101983003,,0.583430571761981,,12.8911950453158,1.00665969147129,,,,,30.5744611698764,2.78659611992946,,1.88235294117649,7.45865760371876,4.71584038694077,,,,,,,,,,,3.95429944566889,7.54575271292005,0.357455439169491,,3.84142590050193,,-0.251527326246472,,0.900277008310244,30.5744611698764,2.32538950961248,12.2399654176143,1.28995046544059,9.81753936094132,4.04133202442819,,,-3.62257792754845,3.6771129143262,,,,,,,,9.716372112239e-05,,,-0.701754385964902,0.0359552261281986,0.0,0.374531835205993,22.6208060772315,,,,,5.49168941564002,5.49168941564002,,0.248447204591439,4.39284593661752,-1.6262566528681,-3.41296928327645,4.92868065063454,14.4904043176086,5.64263565907494,0.869565217391293,0.0,,,,1.25449967656162,12.4604282955794,,-0.775547445255462,13.4574950850269,-0.843400957374049,23.0600411111317,-0.336844140526988,-0.0861192201257989,,12.9857132994308,29.5333333333333,1.28479657387581,2.1598272138229,-0.15384615384615,0.893854748603318,1.23318385650221,0.174673067089658,,-0.15384615384615,0.437826457930198,1.47671994440584,,-0.099336200911624,29.0606121339373,0.585500258308919,29.2514608526486,,,,,,-0.407055629209763,0.653594771241816,0.653594771241816,12.6455215383229,,4.66666666666667,,4.57367231886283,4.31893687707641,0.208101233893205,,,,,,14.9823403065553,1.40202151940006,2.30263157894739,,,,,,11.5092073106822,16.2006581560617,,,23.6489032550618,1.75538780567252,,,0.771706374503616,10.958048908713,15.5959014373739,-0.717360114777615,10.0158982511924,,0.621118012422336,7.45034812721976,3.84615384615383,,,,7.45034812721976,1.10916536640284,1.09511480505412,8.31388101983003,,,,,,,9.15330136586131,4.23264223763282,,,,,1.53492992707451,,,4.28533462648914,,,11.5521230384258,,4.59575400388668,,,1.77383592017739,,0.109051254089436,7.60553397414861,2.4361259655377,15.6534994972086,-0.144801621778147,14.4688959873586,,0.54006224446208,-0.251256281407003,1.01522842653125,,14.3394821608569,1.35927943036519,3.33827893122823,0.0511639805576632,4.32115230728195,-0.447761194029851,2.30061349693251,12.8265964942554,-0.257167950967495,2.49711795115641,0.800221071776816,2.67324229185325,,24.3579766417839,1.57437171244887,0.661252760247623,24.4166090590043,,,,8.88048318397336,,,1.0978956999085,0.606980273141133,7.6,1.33333333333333,4.10958904109589,7.05827722312514,9.81753936094132,1.35983343906888,15.5,0.21551724137931,12.2465104029497,1.97368421052632,3.84142590050193,3.72867667449738e-05,,1.69112443469557,12.6317614495978,23.003389527281,23.5625370386963,2.22222222222224,0.570342205323188,23.0072240646251,5.64263565907494,1.72215843857636,12.4773047221648,0.567536889897842
1960-07-01,4.36146203606988,0.533005330053285,3.1986531986532,4.36146203606988,,,,,27.8744882584249,,,,,,,,,4.534673,,,,,,,,-0.0959523268439036,0.538713694000471,,,0.994857786135045,0.405992320765402,,,,,8.31388101983003,,6.72853828306263,,13.7585840390841,1.0122336653997,,,,,30.0288633727475,-0.728407908428736,,2.77136258660504,7.66536405001119,6.84273709483792,,,,,,,,,,,4.52687393058841,7.61533238832756,0.922103838472943,,3.86370795328906,,-0.960252008397279,,-1.78448867536032,30.0288633727475,1.58036375247916,12.2399654176143,1.30443104569025,9.90790791552938,4.01642396880768,,,-0.961538461538466,3.70173929352215,,,,,,,,9.51979810996827e-05,,,0.0,0.0352681835907171,0.0,0.124533001245337,22.6208060772315,,,,,5.46617041277907,5.46617041277907,,-0.464684014873044,2.71688792837299,0.0,0.711743772241954,4.92868065063454,14.3512599191239,5.65114642175831,0.0,0.0,,,,1.25449967656162,12.4885556732218,,-0.0229885057471348,13.5143978126591,-0.548822318774307,23.0547399522555,-1.29449838424011,-1.37950279245286,,13.0406211780754,29.6,1.06382978723404,0.422832980972517,-0.61633281972267,0.553709856035436,1.90796857463522,0.871840237023868,,-0.309119010819175,0.259965088886274,2.37106265143646,,0.669720505454265,29.4287828748911,1.2669063516521,29.6220494681419,,,,,,-0.136239783756946,0.653594771241816,0.0,12.6317614495978,,2.66666666666668,,4.23678868443454,-1.9108280254777,0.17200872629633,,,,,,14.9678878882531,-0.0964630225080418,1.76875204716674,,,,,,11.5861919749602,16.1850305115381,,,23.8052977902941,2.10244388517553,,,0.661318343372898,11.1059086391155,15.6799186941199,-2.02312138728327,1.95488721804507,,0.925925925925974,7.51933283210143,4.47284345047925,,,,7.51933283210143,1.10916536640284,1.09511480505412,8.31388101983003,,,,,,,9.47130765982931,1.12256870613309,,,,,1.56908845380971,,,4.27949629586075,,,11.5905021847329,,4.6358216364872,,,1.21278941565601,,0.0,7.5324038397818,2.99970299970301,15.4508651991402,0.580046403712318,14.4460626107891,,-0.296996696669394,-0.157810081636383,2.22541277830866,,14.3168530123526,1.36680589454218,1.13636363565158,0.920480695474306,4.50092666137145,1.34932533733133,3.04878048780488,12.85535567922,0.142489899632878,2.50067609201872,0.936950256892444,2.67705139211185,,24.5357976673632,2.01281989025399,0.730032006329341,24.5948581199953,,,,8.89575838998707,,,1.52905198776758,0.150829562594271,7.7,1.31578947368421,4.05405405405404,7.15114929185048,9.90790791552938,1.3750985037114,15.5,0.0,12.2465104029497,0.867678958785248,3.86370795328906,3.65324101923298e-05,,1.72875893396238,12.6317614495978,23.003389527281,23.5937870878192,1.24401913875598,0.0,23.0072240646251,5.65114642175831,1.25427594070697,12.4843365665754,0.225733634311521
1960-10-01,4.3650195091825,0.0815660685155184,0.946112710818602,4.3650195091825,,,,,27.9719678316367,,,,,,,,,4.5777857,,,,,,,,0.69703191138822,0.411980285605938,,,1.00380754586362,0.899601918314867,,,,,8.31388101983003,,4.34782608695651,,14.3567833451313,1.01334846018538,,,,,29.7350799435243,-2.27586206896553,,0.561797752808996,7.70842789298878,6.92951015531663,,,,,,,,,,,2.00648522690885,7.65068036465268,0.46416852899688,,3.87707718496134,,-0.251414268849483,,-0.97833682739344,29.7350799435243,1.36133029471319,12.276605546763,1.27078827296893,9.9907457572351,4.01642396880768,,,3.44218887908209,3.71930148840789,,,,,,,,9.47767510948168e-05,,,1.06007067137807,0.0352681835907171,0.0,0.0,22.6208060772315,,,,,5.49679321619149,5.49679321619149,,0.560224089260545,1.86186186186187,1.9537120529005,2.50896057347663,4.9809281486978,14.3151788039275,5.71072176054191,0.0,0.0,,,,1.25908870683774,12.5729378061489,,0.781788916992411,13.6139775860156,-0.136705399863309,23.2349793540437,-0.655737693376189,-2.02619456603776,,13.1367099657033,29.8,2.68240343347638,0.736842105263145,0.0,0.110132158590315,1.45089285714284,0.95073448515471,,0.311041990668715,1.56521812828328,1.78234790059983,,0.474430895673234,29.5481896016869,0.405748098055794,29.742240370464,,,,,,-0.136425646281238,2.6143790849673,1.94805194805194,12.7005618932231,,2.66666666666668,,3.73184405913805,0.0,0.349708924906826,,,,,,14.8426335963012,-0.836820083682011,0.752125572269476,,,,,,11.6246843070719,16.0495909256675,,,23.8878219716615,1.97756481774107,,,0.346663091948912,11.1551952159163,15.7445168679387,-0.442477876106164,-2.17391304347825,,0.305810397553514,7.54232773372865,2.18068535825547,,,,7.54232773372865,1.13077248393017,1.11651019499356,8.31388101983003,,,,,,,5.25592675701733,-2.57911469007697,,,,,1.55145824647445,,,4.27365796538154,,,11.6928465748851,,4.67989599145555,,,0.983606557377042,,0.653594771241826,7.79168340708232,1.5169194865811,15.3495480520767,0.346020761245658,14.526418532178,,-0.21415859801527,0.556247910270825,-1.12359550492183,,14.3964902080504,1.36831118737758,-0.845070422010156,0.836078033949839,3.53798126951092,0.443786982248521,1.34328358208955,12.9272536416318,1.07053099029059,2.52744660455057,0.763310507564266,2.70571005689042,,24.6286500255474,1.83635770944257,0.378436272759725,24.6879339843552,,,,8.926867651015,,,1.85185185185184,1.05421686746988,7.8,1.2987012987013,4.0,7.24402136057581,9.9907457572351,1.33963313619915,15.7,1.29032258064516,12.40452989202,1.29032258064516,3.87707718496134,3.63707623596204e-05,,1.70933467628945,12.7143219819481,23.0686165297213,23.7500373334339,0.759734093067419,0.283553875236292,23.0724619400446,5.71072176054191,1.36054421768707,12.5644995928562,0.675675675675667
1961-01-01,4.37035571885143,0.122249388753048,0.531914893617005,4.37035571885143,,14.9839457723867,,,28.2422255705413,,,,,,9.67919340054995,,,4.558189,,,,,,,,0.686935504388756,-0.38511880789368,,,1.04091630571381,3.69680024852442,,,,,8.33777148253069,,0.729166666666665,12.8354725787631,14.4614682236895,1.0189224341138,,,,,30.0708324340651,-0.7617728531856,,1.56424581005589,7.82900665332604,6.94117647058825,,,,,,,,,,,2.09839492732352,7.67665179568656,0.339465639603297,,3.90492975094526,-1.25327040575809,0.207492078221038,,1.12914608327452,30.0708324340651,1.35927427110866,12.2949256113373,1.36831063403972,10.0258890840193,4.03510501052307,,0.16849199663017,1.45051194539251,3.75463945880997,,,,,,,,9.77253611288778e-05,,,1.39860139860139,0.0357262119490381,0.0,0.0,22.6208060772315,,,,,5.48828688193766,5.48828688193766,0.186335403575973,-0.154750850528112,-0.206978119455926,-0.50117924528301,1.75438596491226,5.05059147944882,14.3448816659288,5.74136050620204,0.287356321839082,0.287356321839082,,,,1.25644118937075,12.5729378061489,,0.0684462696783039,13.6139775860156,0.0456204379562092,23.250882830672,0.660065994905964,-1.62698208281055,,13.1367099657033,29.8,3.3477321814255,2.03875578906048e-14,0.465116279069791,0.550055005500549,2.12290502793293,-0.428082511595067,,-0.3076923076923,1.57205314712234,1.05045634578954,2.00692309447301,0.950123847507856,29.1949447015826,-1.19548745580063,29.386675617761,15.4,,,10.9071592988255,-0.508819537378959,0.170765026886073,3.92156862745097,1.27388535031849,12.7280820706732,,3.65448504983388,,1.70474849179157,1.29870129870128,0.966173493875332,,,,,,15.1124120712746,1.81759169100941,2.28236061297684,,,,7.69445218845832,,11.6631766391836,16.3413069567735,,,23.8556996400096,1.65289838406562,,,-0.134471580079809,11.2044817927171,15.6838817722683,3.11111111111111,-0.143472022955523,13.2081288836427,0.609756097560952,7.58831753698309,2.48447204968944,,,,7.58831753698309,1.14517722894839,1.11091447762479,8.33777148253069,,,,,,,10.564426006154,7.67416281257866,,,,,1.53823559094987,,,4.28095587855514,,,11.667260477347,,4.65986217515529,,,0.763358778625964,,0.0,7.90470270564921,1.50593686649291,15.4508651991402,0.718390804597686,14.5540820460988,,0.336017436580535,0.190435886584877,-0.852272728230609,,14.4239062918152,1.37583765155458,1.23277737491044,0.35175879396985,2.1744691737017,0.441826215022091,1.7910447761194,12.9416332341141,0.261447390357322,2.53405454774084,1.21819717861251,2.71278406522479,,24.5533169802281,1.46851206062288,-0.305875657988344,24.6124196038368,,,,9.01311668009244,,,2.36722306525039,0.536512667660205,7.8,0.0,4.0,7.24402136057581,10.0258890840193,1.44243876416232,15.7,0.0,12.40452989202,1.50862068965517,3.90492975094526,3.75022971885864e-05,13.4118274573948,1.69476648300924,12.7143219819481,23.2860398711889,23.8750375299257,1.80608365019011,0.942507068803019,23.2899215247764,5.74136050620204,1.47559591373439,12.5898142327344,0.0
